specie,Record Number,Process,QDB Process,Theory or Experiment,data type,Projectile Element,Projectile Charge State,Target Molecule,Target Charge State,Initial Excited State B,Products,Original X Unit,Original Y Unit,Reference Number,Author(s),Title of Record,Journal Name,Volume and Issue No,Page Numbers,Date of Publication,Process Title
H2,11061, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=4), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=9) --> H2(v=4)
H2,11062, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=5), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=9) --> H2(v=5)
H2,11063, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=6), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=9) --> H2(v=6)
H2,11064, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=7), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=9) --> H2(v=7)
H2,11065, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=8), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=9) --> H2(v=8)
H2,11066, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=9), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=9) --> H2(v=9)
H2,11067, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=10), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=9) --> H2(v=10)
H2,11068, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=11), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=9) --> H2(v=11)
H2,11069, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=12), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=9) --> H2(v=12)
H2,11070, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=13), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=9) --> H2(v=13)
H2,11071, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=14), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=9) --> H2(v=14)
H2,11072, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=11, H2(v=0), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=11) --> H2(v=0)
H2,11073, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=11, H2(v=1), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=11) --> H2(v=1)
H2,11074, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=11, H2(v=2), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=11) --> H2(v=2)
H2,11075, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=11, H2(v=3), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=11) --> H2(v=3)
H2,11076, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=11, H2(v=4), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=11) --> H2(v=4)
H2,11077, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=11, H2(v=5), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=11) --> H2(v=5)
H2,11078, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=11, H2(v=6), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=11) --> H2(v=6)
H2,11079, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=11, H2(v=7), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=11) --> H2(v=7)
H2,11080, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=11, H2(v=8), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=11) --> H2(v=8)
H2,11081, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=11, H2(v=9), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=11) --> H2(v=9)
H2,11082, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=11, H2(v=10), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=11) --> H2(v=10)
H2,11083, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=11, H2(v=11), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=11) --> H2(v=11)
H2,11084, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=11, H2(v=12), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=11) --> H2(v=12)
H2,11085, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=11, H2(v=13), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=11) --> H2(v=13)
H2,11086, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=11, H2(v=14), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=11) --> H2(v=14)
H2,11087, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=13, H2(v=0), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=13) --> H2(v=0)
H2,11088, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=13, H2(v=1), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=13) --> H2(v=1)
H2,11089, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=13, H2(v=2), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=13) --> H2(v=2)
H2,11090, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=13, H2(v=3), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=13) --> H2(v=3)
H2,11091, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=13, H2(v=4), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=13) --> H2(v=4)
H2,11092, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=13, H2(v=5), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=13) --> H2(v=5)
H2,11093, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=13, H2(v=6), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=13) --> H2(v=6)
H2,11094, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=13, H2(v=7), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=13) --> H2(v=7)
H2,11095, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=13, H2(v=8), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=13) --> H2(v=8)
H2,11096, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=13, H2(v=9), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=13) --> H2(v=9)
H2,11097, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=13, H2(v=10), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=13) --> H2(v=10)
H2,11098, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=13, H2(v=11), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=13) --> H2(v=11)
H2,11099, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=13, H2(v=12), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=13) --> H2(v=12)
H2,11100, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=13, H2(v=13), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=13) --> H2(v=13)
H2,11101, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=13, H2(v=14), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=11) + H2 (v=13) --> H2(v=14)
H2,11102, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=0), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=5) --> H2(v=0)
H2,11103, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=1), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=5) --> H2(v=1)
H2,11104, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=2), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=5) --> H2(v=2)
H2,11105, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=3), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=5) --> H2(v=3)
H2,11106, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=4), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=5) --> H2(v=4)
H2,11107, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=5), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=5) --> H2(v=5)
H2,11108, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=6), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=5) --> H2(v=6)
H2,11109, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=7), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=5) --> H2(v=7)
H2,11110, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=8), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=5) --> H2(v=8)
H2,11111, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=9), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=5) --> H2(v=9)
H2,11112, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=10), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=5) --> H2(v=10)
H2,11113, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=11), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=5) --> H2(v=11)
H2,11114, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=12), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=5) --> H2(v=12)
H2,11115, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=13), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=5) --> H2(v=13)
H2,11116, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=5, H2(v=14), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=5) --> H2(v=14)
H2,11117, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=0), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=7) --> H2(v=0)
H2,11118, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=1), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=7) --> H2(v=1)
H2,11119, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=2), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=7) --> H2(v=2)
H2,11120, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=3), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=7) --> H2(v=3)
H2,11121, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=4), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=7) --> H2(v=4)
H2,11122, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=5), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=7) --> H2(v=5)
H2,11123, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=6), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=7) --> H2(v=6)
H2,11124, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=7), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=7) --> H2(v=7)
H2,11125, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=8), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=7) --> H2(v=8)
H2,11126, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=9), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=7) --> H2(v=9)
H2,11127, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=10), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=7) --> H2(v=10)
H2,11128, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=11), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=7) --> H2(v=11)
H2,11129, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=12), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=7) --> H2(v=12)
H2,11130, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=13), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=7) --> H2(v=13)
H2,11131, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=7, H2(v=14), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=7) --> H2(v=14)
H2,11132, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=0), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=9) --> H2(v=0)
H2,11133, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=1), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=9) --> H2(v=1)
H2,11134, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=2), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=9) --> H2(v=2)
H2,11135, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=3), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=9) --> H2(v=3)
H2,11136, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=4), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=9) --> H2(v=4)
H2,11142, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=10), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=9) --> H2(v=10)
H2,11143, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=11), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=9) --> H2(v=11)
H2,11144, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=12), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=9) --> H2(v=12)
H2,11145, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=13), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=9) --> H2(v=13)
H2,11146, vibration;excitation,HEX, T, RC, H2,0, H2,0, v=9, H2(v=14), K, cm3/s, 2002T301, Ceballos### A.$Garcia### E.$Lagana### A., Quasiclassical Rate Coefficients for the H2 + H2 Reaction and Dissociation, J. Phys. Chem. Ref. Data,31, 371-385,2002, H2 (v=13) + H2 (v=9) --> H2(v=14)
