X,Y
0.1,1750
0.015,56300
0.02,26800
0.03,9360
0.04,4420
0.05,2470
0.06,1540
0.08,738
0.083102,673
0.0015,720000
0.15,632
0.2,313
0.3,127
0.4,72.9
0.5,51.2
0.6,39.8
0.8,28.7
0.003562,493000
0.014842,49900
0.001,1580000
0.002,389000
0.002295,290000
0.002385,714000
0.002847,686000
0.003,701000
0.00328,569000
0.004,388000
0.005,226000
0.006,144000
0.008,69700
0.01,39700
0.012283,23800
0.014209,40200
1,23.1
1.5,17.1
2,15.0
3,13.8
4,13.8
5,14.1
6,14.4
8,15.2
10,16.1
15,18.0
20,20.0
30,23.0
40,25.0
50,26.5
60,27.7
80,29.6
100,30.7
