X,Y
1.5000,8.31E+5
1.0000,2.25E+6
2.2950,2.93E+5
2.2950,8.31E+5
2.3850,7.53E+5
2.3850,1.13E+6
2.8470,7.14E+5
2.8470,8.56E+5
2.0000,4.10E+5
3.5620,5.28E+5
3.5620,5.81E+5
3.2790,6.54E+5
3.2790,5.95E+5
3.0000,7.48E+5
4.0000,4.31E+5
5.0000,2.43E+5
6.0000,1.52E+5
8.0000,7.31E+4
10.0000,4.15E+4
12.2800,2.48E+4
12.2800,6.04E+4
14.8400,6.05E+4
14.2100,5.68E+4
14.2100,4.09E+4
14.8400,5.06E+4
15.0000,5.88E+4
20.0000,2.73E+4
30.0000,9.34E+3
40.0000,4.40E+3
50.0000,2.47E+3
60.0000,1.55E+3
70.8200,1.02E+3
80.0000,7.55E+2
83.1000,6.88E+2
83.1000,3.06E+3
100.0000,1.84E+3
150.0000,6.21E+2
200.0000,3.02E+2
300.0000,1.21E+2
400.0000,7.00E+1
500.0000,4.88E+1
600.0000,3.78E+1
800.0000,2.70E+1
1000.0000,2.18E+1
