id_number,B201225599
categorize,Collision Processes
collision_data_categorize,Rate Coefficient
collision_process,Recombination
sub_process,Radiative
collision_type,Heavy Particle Impact
Theory_Experiment_Recommendation,Theoretical Data
reaction_formula,He+ + He -> He2+ + hv
reference_number,2012001335
author,P. C. STANCIL### J. F. BABB### A. DALGARNO
title_of_record,THE RADIATIVE ASSOCIATION OF He+ AND He AND H+ AND H
journal_name,Astrophys. J.
volume_and_issue_No,414
page_number,672
date_of_publication,1993
