id_number,B201867257
categorize,Collision Processes
collision_data_categorize,Cross Section
collision_process,Charge Transfer
sub_process,Total
collision_type,Heavy Particle Impact
Theory_Experiment_Recommendation,Experimental Data
reaction_formula,Li1+ + He
reference_number,2018000212
author,R FRANCOIS### D DHUICQ and M BARAT
title_of_record,Elastic and inelastic scattering of Li+ ions by He
journal_name,J. Phys. B: At. Mol. Opt. Phys.
volume_and_issue_No,5
page_number,963
date_of_publication,1972
