X,Y
0.120,8.397E+00
0.100,3.903E+00
0.900,3.136E+03
0.800,2.541E+03
0.750,2.248E+03
0.700,1.960E+03
0.600,1.411E+03
0.500,9.195E+02
0.480,8.306E+02
0.460,7.454E+02
0.440,6.641E+02
0.420,5.870E+02
0.400,5.142E+02
0.380,4.460E+02
0.340,3.241E+02
0.360,3.826E+02
0.140,1.554E+01
0.160,2.591E+01
0.180,4.002E+01
0.200,5.832E+01
0.220,8.113E+01
0.240,1.088E+02
0.260,1.415E+02
0.280,1.793E+02
0.300,2.224E+02
0.320,2.706E+02
1.900,8.100E+03
1.100,4.311E+03
1.800,7.720E+03
1.700,7.314E+03
1.600,6.881E+03
1.500,6.420E+03
1.400,5.932E+03
1.300,5.416E+03
1.200,4.375E+03
1.000,3.729E+03
2.900,1.071E+04
2.800,1.053E+04
2.700,1.033E+04
2.600,1.012E+04
2.500,9.892E+03
2.300,9.380E+03
2.400,9.646E+03
2.000,8.455E+03
2.200,9.094E+03
2.100,8.786E+03
3.700,1.171E+04
3.900,1.186E+04
3.800,1.179E+04
3.600,1.162E+04
3.500,1.152E+04
3.400,1.141E+04
3.300,1.130E+04
3.200,1.117E+04
3.100,1.103E+04
3.000,1.087E+04
4.000,1.193E+04
4.200,1.204E+04
4.400,1.213E+04
4.600,1.219E+04
4.800,1.224E+04
5.800,1.226E+04
5.600,1.228E+04
5.200,1.229E+04
5.000,1.227E+04
5.400,1.229E+04
6.000,1.224E+04
6.200,1.220E+04
6.400,1.216E+04
6.600,1.212E+04
6.800,1.207E+04
7.800,1.176E+04
7.600,1.182E+04
7.400,1.189E+04
7.200,1.195E+04
7.000,1.201E+04
8.000,1.169E+04
8.200,1.161E+04
8.400,1.154E+04
8.600,1.147E+04
8.800,1.139E+04
9.000,1.132E+04
9.200,1.124E+04
9.400,1.116E+04
9.600,1.108E+04
9.800,1.101E+04
10.000,1.093E+04
