X,Y
0.400,1.885E+03
0.140,7.441E+01
0.160,1.197E+02
0.180,1.792E+02
0.200,2.542E+02
0.230,3.968E+02
0.260,5.778E+02
0.300,8.798E+02
0.350,1.338E+03
0.020,1.421E-03
0.450,2.498E+03
0.500,3.138E+03
0.550,3.832E+03
0.600,4.549E+03
0.700,6.011E+03
0.800,7.469E+03
0.900,8.923E+03
0.045,5.448E-01
0.120,4.183E+01
0.018,4.430E-04
0.023,5.513E-03
0.026,1.562E-02
0.030,4.572E-02
0.035,1.273E-01
0.040,2.828E-01
0.050,9.425E-01
0.055,1.515E+00
0.060,2.287E+00
0.070,4.569E+00
0.080,8.155E+00
0.090,1.340E+01
0.100,2.057E+01
0.110,2.999E+01
1.400,1.489E+04
1.800,1.824E+04
1.600,1.672E+04
1.100,1.154E+04
1.000,1.027E+04
1.200,1.273E+04
2.000,1.948E+04
2.300,2.090E+04
2.600,2.190E+04
3.000,2.274E+04
3.500,2.331E+04
4.500,2.314E+04
4.000,2.336E+04
5.000,2.260E+04
5.500,2.198E+04
6.000,2.128E+04
7.000,1.977E+04
8.000,1.824E+04
9.000,1.677E+04
10.000,1.539E+04
11.000,1.412E+04
12.000,1.294E+04
