X,Y
1.0000E+0,3.48E-21
1.0000E-03,9.82E-19
1.3895E-03,8.66E-19
1.9307E-03,7.27E-19
1.9307E-01,3.26E-20
1.3895E-01,4.27E-20
1.0000E-01,5.19E-20
1.0000E-02,4.28E-20
1.3895E-02,4.46E-21
1.9307E-02,2.78E-21
1.0000E-05,1.36E-18
2.6827E-02,2.06E-20
2.6827E-01,2.33E-20
2.6827E-03,5.70E-19
3.7276E-02,4.11E-20
3.7276E-03,4.07E-19
3.7276E-01,1.58E-20
5.1795E-02,5.42E-20
5.1795E-03,2.53E-19
5.1795E-01,1.02E-20
7.1969E-02,5.71E-20
7.1969E-03,1.27E-19
7.1969E-01,6.13E-21
7.1969E-04,1.08E-18
