X,Y
15.89,42.8
16.00,38.9
16.98,27.5
16.75,27.5
16.64,28.6
16.53,30.0
16.31,32.8
16.21,33.8
16.10,35.5
16.42,31.9
17.22,29.1
17.46,30.5
17.71,32.5
17.96,32.7
18.23,32.3
18.50,32.0
18.78,30.6
19.07,29.6
19.99,27.5
19.67,28.0
19.37,28.4
20.32,26.5
20.66,25.6
21.00,25.2
21.37,24.7
21.74,24.2
22.13,23.1
22.95,21.4
22.53,22.3
23.38,20.8
23.83,20.1
24.30,19.6
24.78,19.1
25.29,18.6
25.81,18.0
26.36,17.3
26.93,16.7
27.53,16.3
28.15,15.4
28.81,14.8
29.49,14.2
30.21,13.5
30.97,12.7
31.76,12.0
32.59,11.3
33.47,10.6
34.40,9.88
35.38,9.19
37.00,8.22
38.00,7.65
39.00,7.27
40.00,6.93
41.00,6.62
42.00,6.41
43.00,6.20
44.00,5.98
45.00,5.78
46.00,5.59
47.00,5.43
48.00,5.25
49.00,5.13
50.00,4.97
52.00,4.70
54.00,4.44
56.00,4.19
58.00,3.92
60.00,3.72
62.00,3.53
64.00,3.33
66.00,3.18
68.00,3.04
70.00,2.90
72.50,2.69
75.00,2.57
77.50,2.45
80.00,2.32
82.50,2.26
85.00,2.15
87.50,2.04
90.00,1.95
92.50,1.80
95.00,1.73
97.50,1.66
100.00,1.59
102.50,1.48
105.00,1.41
107.50,1.30
110.00,1.26
112.50,1.18
115.00,1.13
117.50,1.06
120.00,1.01
