X,Y
0.120,4.590E+01
0.100,3.473E+01
0.900,9.675E+03
0.800,8.004E+03
0.750,7.139E+03
0.700,6.263E+03
0.600,4.517E+03
0.500,2.870E+03
0.480,2.565E+03
0.460,2.271E+03
0.440,1.991E+03
0.420,1.725E+03
0.400,1.474E+03
0.380,1.242E+03
0.340,8.358E+02
0.360,1.029E+03
0.140,5.487E+01
0.160,6.493E+01
0.180,8.074E+01
0.200,1.071E+02
0.220,1.483E+02
0.240,2.079E+02
0.260,2.881E+02
0.280,3.907E+02
0.300,5.161E+02
0.320,6.647E+02
1.900,2.007E+04
1.100,1.269E+04
1.800,1.949E+04
1.700,1.882E+04
1.600,1.807E+04
1.500,1.722E+04
1.400,1.627E+04
1.300,1.520E+04
1.200,1.401E+04
1.000,1.124E+04
2.900,2.285E+04
2.800,2.275E+04
2.700,2.262E+04
2.600,2.245E+04
2.500,2.225E+04
2.300,2.173E+04
2.400,2.202E+04
2.000,2.058E+04
2.200,2.140E+04
2.100,2.102E+04
3.700,2.295E+04
3.900,2.284E+04
3.800,2.290E+04
3.600,2.299E+04
3.500,2.302E+04
3.400,2.304E+04
3.300,2.304E+04
3.200,2.302E+04
3.100,2.299E+04
3.000,2.293E+04
4.000,2.277E+04
4.200,2.261E+04
4.400,2.243E+04
4.600,2.222E+04
4.800,2.201E+04
5.800,2.081E+04
5.600,2.105E+04
5.200,2.154E+04
5.000,2.178E+04
5.400,2.130E+04
6.000,2.056E+04
6.200,2.031E+04
6.400,2.006E+04
6.600,1.982E+04
6.800,1.958E+04
7.800,1.841E+04
7.600,1.864E+04
7.400,1.887E+04
7.200,1.910E+04
7.000,1.934E+04
8.000,1.819E+04
8.200,1.797E+04
8.400,1.776E+04
8.600,1.755E+04
8.800,1.735E+04
9.000,1.715E+04
9.200,1.695E+04
9.400,1.676E+04
9.600,1.657E+04
9.800,1.638E+04
10.000,1.620E+04
