X,Y
0.017,3.26E-4
0.987,2.76E+3
0.950,2.58E+3
0.883,2.22E+3
0.817,1.90E+3
0.75,8.08E+2
0.747,1.57E+3
0.680,1.27E+3
0.613,1.01E+3
0.543,7.65E+2
0.477,5.54E+2
0.407,3.62E+2
0.373,2.80E+2
0.340,2.11E+2
0.272,1.01E+2
0.238,6.49E+1
0.204,3.70E+1
0.015,1.24E-4
0.020,1.28E-3
0.023,3.97E-3
0.027,9.58E-3
0.030,1.75E-2
0.033,3.29E-2
0.037,5.12E-2
0.040,7.55E-2
0.047,1.45E-1
0.053,2.43E-1
0.060,3.88E-1
0.067,5.96E-1
0.136,8.28E+0
0.170,1.95E+1
0.204,3.70E+1
1.00,1.45E+3
1.25,2.08E+3
1.50,2.66E+3
2.00,3.68E+3
2.50,4.35E+3
3.00,4.65E+3
