B5+ + H --> B4+(6h) + H+
X = Energy (eV),Y = Cross section (cm2)
1.100000e+05,9.000100e-19
2.750000e+05,3.920000e-17
5.500000e+05,3.640000e-17
8.250000e+05,1.370000e-17
1.100000e+06,4.820100e-18
2.200000e+06,1.300000e-19
