B5+ + H --> B4+(4s) + H+
X = Energy (eV),Y = Cross section (cm2)
1.100000e+03,1.580000e-16
2.200000e+03,1.050000e-16
5.500000e+03,9.100200e-17
1.100000e+04,1.010000e-16
2.200000e+04,9.500200e-17
5.500000e+04,6.400100e-17
1.100000e+05,7.100100e-17
2.200000e+05,3.500100e-17
