B5+ + H(1s) --> B4+(n=1) + H+
X = Energy (eV),Y = Cross section (cm2)
2.750000e+03,8.660000e-27
5.500000e+03,6.310000e-26
1.100000e+04,2.200000e-25
2.200000e+04,4.240000e-26
3.300000e+04,2.710000e-25
4.400000e+04,1.590000e-24
6.875000e+04,1.810000e-27
9.900000e+04,5.060000e-26
1.375000e+05,8.070000e-25
2.750000e+05,8.260000e-25
3.850000e+05,3.950000e-23
5.500000e+05,3.230000e-22
8.250000e+05,2.310000e-21
1.100000e+06,6.270000e-21
1.650000e+06,1.900000e-20
2.200000e+06,2.670000e-20
4.400000e+06,2.770000e-20
8.800000e+06,1.710000e-21
