B5+ + H --> B4+(n=5) + H+
X = Energy (eV),Y = Cross section (cm2)
5.500000e+03,6.000100e-17
1.100000e+04,1.400000e-16
2.200000e+04,1.300000e-16
5.500000e+04,1.600000e-16
1.100000e+05,1.900000e-16
2.200000e+05,3.100100e-16
