B5+ + H(1s) --> B4+(5d) + H+
X = Energy (eV),Y = Cross section (cm2)
2.750000e+03,8.660000e-18
5.500000e+03,1.080000e-17
1.100000e+04,2.080000e-17
2.200000e+04,2.790000e-17
3.300000e+04,5.040000e-17
4.400000e+04,4.710000e-17
6.875000e+04,3.280000e-17
9.900000e+04,2.500000e-17
1.375000e+05,3.620000e-17
2.750000e+05,1.070000e-16
5.500000e+05,9.620000e-17
8.250000e+05,8.670000e-17
1.100000e+06,5.380000e-17
1.650000e+06,2.920000e-17
2.200000e+06,9.490000e-18
4.400000e+06,2.700000e-18
6.600000e+06,9.290000e-20
8.800000e+06,1.540000e-21
