B5+ + H(1s) --> B4+(6g) + H+
X = Energy (eV),Y = Cross section (cm2)
4.400000e+05,5.590000e-16
5.500000e+05,2.730000e-16
6.600000e+05,1.430000e-16
7.700000e+05,7.970000e-17
8.800000e+05,4.630000e-17
9.900000e+05,2.800000e-17
1.100000e+06,1.740000e-17
1.375000e+06,6.000000e-18
1.650000e+06,2.350000e-18
2.200000e+06,4.790000e-19
3.300000e+06,4.270000e-20
4.400000e+06,7.170000e-21
5.500000e+06,1.800000e-21
6.600000e+06,5.950000e-22
7.700000e+06,2.380000e-22
8.800000e+06,1.090000e-22
9.900000e+06,5.530000e-23
1.100000e+07,3.040000e-23
2.200000e+07,6.540000e-25
3.300000e+07,7.100000e-26
4.400000e+07,1.470000e-26
5.500000e+07,4.330000e-27
6.600000e+07,1.590000e-27
7.700000e+07,6.840000e-28
8.800000e+07,3.280000e-28
9.900000e+07,1.720000e-28
1.100000e+08,9.650000e-29
