X,Y
16.0,255
20.0,260
30.0,186
40.0,1480
50.0,4220
60.0,6300
70.0,7180
80.0,7480
85.0,9040
92.4,9803
103.8,4384
250,0.050
260,0.23
270,0.91
280,2.66
290,6.44
300,11.9
310,18.4
320,23.7
330,25.6
340,23.6
350,19.1
360,13.3
370,8.41
380,5.10
390,3.06
400,1.92
410,1.39
420,1.02
430,0.77
440,0.56
450,0.39
460,0.26
470,0.17
480,0.11
490,0.071
500,0.046
