X,Y
1.5,0.6435399999999999
1.0,0.0920542
2.5,6.77116
2.0,3.0778
3.5,14.409699999999999
3.0,10.716339999999999
4.5,20.45338
4.0,17.68336
5.0,22.74774
6.0,26.0214
7.0,27.7002
8.0,27.98
9.0,27.33646
10.0,26.0214
12.0,22.97158
14.0,20.78914
16.0,19.78186
18.0,19.19428
20.0,18.550739999999998
25.0,16.87194
30.0,15.6688
35.0,14.773439999999999
40.0,14.10192
50.0,13.20656
60.0,12.423119999999999
70.0,11.69564
80.0,11.08008
90.0,10.576439999999998
100.0,10.15674
120.0,9.3733
140.0,8.729759999999999
160.0,8.14218
180.0,7.6105599999999995
200.0,7.1349
240.0,6.351459999999999
280.0,5.67994
320.0,5.148319999999999
360.0,4.728619999999999
400.0,4.3369
500.0,3.60942
600.0,3.1057799999999998
700.0,2.71406
800.0,2.411876
900.0,2.171248
1000.0,1.9725899999999998
