Ar15+ + H(1s) --> Ar14+(n=10,l=1) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,2.148000e-18
8.000000e+05,2.450200e-18
9.333200e+05,2.273500e-18
1.400000e+06,1.337800e-18
1.600000e+06,8.347100e-18
2.800000e+06,8.347100e-18
3.333320e+06,6.872400e-18
5.000000e+06,2.762200e-18
1.000000e+07,3.290200e-19
