Ar15+ + H(1s) --> Ar14+(n=14,l=8) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,3.254800e-19
8.000000e+05,5.332800e-19
9.333200e+05,8.611000e-19
1.400000e+06,5.692000e-18
1.600000e+06,2.545400e-17
2.800000e+06,2.545400e-17
3.333320e+06,3.398300e-17
5.000000e+06,2.539500e-17
1.000000e+07,3.167000e-18
