Ar15+ + H(1s) --> Ar14+(n=13,l=3) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,2.101600e-19
8.000000e+05,7.726800e-19
9.333200e+05,1.197600e-18
1.400000e+06,1.988600e-18
1.600000e+06,6.703400e-18
2.800000e+06,6.703400e-18
3.333320e+06,1.438700e-17
5.000000e+06,6.973000e-18
1.000000e+07,6.906900e-19
