Ar15+ + H(1s) --> Ar14+(n=10,l=8) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,1.143700e-17
8.000000e+05,3.623200e-17
9.333200e+05,5.650800e-17
1.400000e+06,1.083500e-16
1.600000e+06,1.949900e-16
2.800000e+06,1.949900e-16
3.333320e+06,1.599900e-16
5.000000e+06,7.037300e-17
1.000000e+07,6.366600e-18
