Ar15+ + H(1s) --> Ar14+(n=15,l=4) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,9.268700e-20
8.000000e+05,2.938900e-19
9.333200e+05,5.295300e-19
1.400000e+06,1.690900e-18
1.600000e+06,1.334900e-18
2.800000e+06,1.334900e-18
3.333320e+06,7.352800e-18
5.000000e+06,6.473900e-18
1.000000e+07,7.440600e-19
