Ar15+ + H(1s) --> Ar14+(n=18,l=7) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,7.652100e-20
8.000000e+05,1.125500e-19
9.333200e+05,2.019100e-19
1.400000e+06,1.066500e-18
1.600000e+06,4.449400e-18
2.800000e+06,4.449400e-18
3.333320e+06,7.326000e-18
5.000000e+06,9.112800e-18
1.000000e+07,1.368900e-18
