Ar15+ + H(1s) --> Ar14+(n=11,l=1) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,6.369500e-19
8.000000e+05,1.274700e-18
9.333200e+05,1.392600e-18
1.400000e+06,9.741000e-19
1.600000e+06,5.492600e-18
2.800000e+06,5.492600e-18
3.333320e+06,5.508000e-18
5.000000e+06,2.388400e-18
1.000000e+07,2.682700e-19
