Ar15+ + H(1s) --> Ar14+(n=14,l=4) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,1.627400e-19
8.000000e+05,5.082700e-19
9.333200e+05,9.501800e-19
1.400000e+06,2.254200e-18
1.600000e+06,2.845300e-18
2.800000e+06,2.845300e-18
3.333320e+06,1.101400e-17
5.000000e+06,7.869600e-18
1.000000e+07,8.661200e-19
