Ar15+ + H(1s) --> Ar14+(n=19,l=7) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,4.849900e-20
8.000000e+05,9.200700e-20
9.333200e+05,1.534200e-19
1.400000e+06,7.406800e-19
1.600000e+06,3.672100e-18
2.800000e+06,3.672100e-18
3.333320e+06,5.740200e-18
5.000000e+06,7.764800e-18
1.000000e+07,1.195400e-18
