Ar15+ + H(1s) --> Ar14+(n=10,l=4) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,6.982800e-18
8.000000e+05,1.181700e-17
9.333200e+05,1.261300e-17
1.400000e+06,1.263400e-17
1.600000e+06,5.310500e-17
2.800000e+06,5.310500e-17
3.333320e+06,4.298000e-17
5.000000e+06,1.611600e-17
1.000000e+07,1.826200e-18
