Ar15+ + H(1s) --> Ar14+(n=15,l=0) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,1.401100e-20
8.000000e+05,4.823700e-20
9.333200e+05,8.512100e-20
1.400000e+06,1.105200e-19
1.600000e+06,2.573400e-20
2.800000e+06,2.573400e-20
3.333320e+06,4.048400e-19
5.000000e+06,3.673200e-19
1.000000e+07,3.340300e-20
