Ar15+ + H(1s) --> Ar14+(n=18,l=5) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,5.712100e-20
8.000000e+05,8.754100e-20
9.333200e+05,1.959800e-19
1.400000e+06,9.081200e-19
1.600000e+06,1.324300e-18
2.800000e+06,1.324300e-18
3.333320e+06,3.085200e-18
5.000000e+06,5.230000e-18
1.000000e+07,6.868100e-19
