Ar15+ + H(1s) --> Ar14+(n=14,l=3) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,1.013100e-19
8.000000e+05,4.243000e-19
9.333200e+05,6.403800e-19
1.400000e+06,1.482200e-18
1.600000e+06,1.782900e-18
2.800000e+06,1.782900e-18
3.333320e+06,9.862800e-18
5.000000e+06,5.978200e-18
1.000000e+07,5.901000e-19
