Ar15+ + H(1s) --> Ar14+(n=18,l=3) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,3.233300e-20
8.000000e+05,7.592800e-20
9.333200e+05,1.365900e-19
1.400000e+06,5.113800e-19
1.600000e+06,4.295600e-19
2.800000e+06,4.295600e-19
3.333320e+06,1.610400e-18
5.000000e+06,3.123800e-18
1.000000e+07,3.152000e-19
