Ar15+ + H(1s) --> Ar14+(n=19,l=3) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,2.694400e-20
8.000000e+05,5.091700e-20
9.333200e+05,8.413100e-20
1.400000e+06,3.662200e-19
1.600000e+06,3.576400e-19
2.800000e+06,3.576400e-19
3.333320e+06,9.872600e-19
5.000000e+06,2.730800e-18
1.000000e+07,2.803800e-19
