Ar15+ + H(1s) --> Ar14+(n=14,l=11) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,1.067000e-19
8.000000e+05,7.324800e-20
9.333200e+05,1.781600e-19
1.400000e+06,2.326000e-19
1.600000e+06,4.532200e-17
2.800000e+06,4.532200e-17
3.333320e+06,5.531500e-17
5.000000e+06,2.662700e-17
1.000000e+07,2.924000e-20
