Ar15+ + H(1s) --> Ar14+(n=12,l=0) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,1.153200e-19
8.000000e+05,2.644100e-19
9.333200e+05,3.345400e-19
1.400000e+06,2.152800e-19
1.600000e+06,7.350700e-19
2.800000e+06,7.350700e-19
3.333320e+06,1.309800e-18
5.000000e+06,5.950800e-19
1.000000e+07,5.687100e-20
