Ar15+ + H(1s) --> Ar14+(n=16,l=0) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,6.466500e-21
8.000000e+05,2.143900e-20
9.333200e+05,3.266300e-20
1.400000e+06,8.413100e-20
1.600000e+06,3.431200e-20
2.800000e+06,3.431200e-20
3.333320e+06,2.464800e-19
5.000000e+06,3.311600e-19
1.000000e+07,3.453900e-20
