Ar15+ + H(1s) --> Ar14+(n=11,l=8) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,2.081100e-18
8.000000e+05,6.089400e-18
9.333200e+05,1.337400e-17
1.400000e+06,4.159100e-17
1.600000e+06,1.099900e-16
2.800000e+06,1.099900e-16
3.333320e+06,1.026400e-16
5.000000e+06,5.173400e-17
1.000000e+07,5.438000e-18
