Ar15+ + H(1s) --> Ar14+(n=16,l=5) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,7.113200e-20
8.000000e+05,2.063500e-19
9.333200e+05,3.780900e-19
1.400000e+06,1.638100e-18
1.600000e+06,1.982800e-18
2.800000e+06,1.982800e-18
3.333320e+06,6.376700e-18
5.000000e+06,7.293100e-18
1.000000e+07,9.189300e-19
