Ar15+ + H(1s) --> Ar14+(n=12,l=4) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,6.833000e-19
8.000000e+05,2.170700e-18
9.333200e+05,3.242500e-18
1.400000e+06,4.623100e-18
1.600000e+06,1.751000e-17
2.800000e+06,1.751000e-17
3.333320e+06,2.336500e-17
5.000000e+06,1.135500e-17
1.000000e+07,1.245400e-18
