Ar15+ + H(1s) --> Ar14+(n=16,l=8) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,1.465700e-19
8.000000e+05,2.117100e-19
9.333200e+05,3.642400e-19
1.400000e+06,2.045500e-18
1.600000e+06,1.252200e-17
2.800000e+06,1.252200e-17
3.333320e+06,1.859600e-17
5.000000e+06,1.721500e-17
1.000000e+07,2.224100e-18
