Ar15+ + H(1s) --> Ar14+(n=19,l=11) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,1.077800e-21
8.000000e+05,2.054500e-20
9.333200e+05,2.276500e-20
1.400000e+06,1.567100e-19
1.600000e+06,9.961100e-18
2.800000e+06,9.961100e-18
3.333320e+06,1.684200e-17
5.000000e+06,1.491200e-17
1.000000e+07,3.262800e-19
