Ar15+ + H(1s) --> Ar14+(n=10,l=5) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,8.611300e-18
8.000000e+05,1.755900e-17
9.333200e+05,2.016300e-17
1.400000e+06,2.075400e-17
1.600000e+06,6.757900e-17
2.800000e+06,6.757900e-17
3.333320e+06,5.560600e-17
5.000000e+06,2.214900e-17
1.000000e+07,2.780700e-18
