Ar15+ + H(1s) --> Ar14+(n=16,l=3) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,3.879900e-20
8.000000e+05,1.500700e-19
9.333200e+05,2.702100e-19
1.400000e+06,7.975900e-19
1.600000e+06,6.948200e-19
2.800000e+06,6.948200e-19
3.333320e+06,4.270200e-18
5.000000e+06,4.241600e-18
1.000000e+07,4.164600e-19
