Ar15+ + H(1s) --> Ar14+(n=10,l=7) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,9.429300e-18
8.000000e+05,3.290000e-17
9.333200e+05,4.373300e-17
1.400000e+06,5.529500e-17
1.600000e+06,1.241900e-16
2.800000e+06,1.241900e-16
3.333320e+06,1.031400e-16
5.000000e+06,4.639500e-17
1.000000e+07,5.872000e-18
