Ar15+ + H(1s) --> Ar14+(n=14,l=7) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,3.244000e-19
8.000000e+05,6.092100e-19
9.333200e+05,1.032300e-18
1.400000e+06,5.263100e-18
1.600000e+06,1.542500e-17
2.800000e+06,1.542500e-17
3.333320e+06,2.399600e-17
5.000000e+06,1.858600e-17
1.000000e+07,2.587600e-18
