Ar15+ + H(1s) --> Ar14+(n=20,l=10) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,1.077800e-20
8.000000e+05,3.841100e-20
9.333200e+05,6.037600e-20
1.400000e+06,3.068300e-19
1.600000e+06,9.363300e-18
2.800000e+06,9.363300e-18
3.333320e+06,1.393400e-17
5.000000e+06,1.345200e-17
1.000000e+07,1.046600e-18
