Ar15+ + H(1s) --> Ar14+(n=18,l=10) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,9.699800e-21
8.000000e+05,7.503500e-20
9.333200e+05,9.798800e-20
1.400000e+06,4.759200e-19
1.600000e+06,1.513400e-17
2.800000e+06,1.513400e-17
3.333320e+06,2.118700e-17
5.000000e+06,1.843100e-17
1.000000e+07,1.286300e-18
