Ar15+ + H(1s) --> Ar14+(n=17,l=6) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,7.544300e-20
8.000000e+05,1.590000e-19
9.333200e+05,2.771400e-19
1.400000e+06,1.345300e-18
1.600000e+06,2.984500e-18
2.800000e+06,2.984500e-18
3.333320e+06,6.308300e-18
5.000000e+06,8.103100e-18
1.000000e+07,1.174200e-18
