Ar15+ + H(1s) --> Ar14+(n=17,l=8) + H+
X = Energy (eV),Y = Cross section (cm2)
5.333320e+05,8.622000e-20
8.000000e+05,1.679400e-19
9.333200e+05,2.236900e-19
1.400000e+06,1.280100e-18
1.600000e+06,9.528200e-18
2.800000e+06,9.528200e-18
3.333320e+06,1.393700e-17
5.000000e+06,1.445600e-17
1.000000e+07,1.924400e-18
