Ar10+ + Ar --> Ar11+ + Ar10+
X = Energy (eV),Y = Cross section (cm2)
4.200000e+07,1.740000e-18
Ar10+ + Ar --> Ar11+ + Ar3+
X = Energy (eV),Y = Cross section (cm2)
4.200000e+07,1.420000e-18
