X,Y
0.01,7.83E+02
0.00,7.84E+02
0.80,2.58E+02
0.70,2.98E+02
0.60,3.47E+02
0.50,4.08E+02
0.40,4.80E+02
0.20,6.49E+02
0.10,7.35E+02
0.06,7.64E+02
0.04,7.71E+02
0.02,7.81E+02
0.30,5.62E+02
1.00,1.97E+02
1.20,1.55E+02
1.50,1.12E+02
1.70,9.24E+01
2.00,6.99E+01
2.50,4.44E+01
3.00,2.85E+01
3.50,1.94E+01
4.00,1.43E+01
5.00,9.58E+00
6.00,6.64E+00
7.00,4.27E+00
8.00,2.69E+00
9.00,1.81E+00
10.00,1.35E+00
12.50,8.82E-01
15.00,5.94E-01
17.50,3.51E-01
20.00,1.99E-01
22.50,1.18E-01
25.00,7.63E-02
27.50,5.43E-02
30.00,4.16E-02
35.00,2.77E-02
40.00,1.94E-02
45.00,1.35E-02
50.00,9.32E-03
55.00,6.54E-03
60.00,4.74E-03
65.00,3.58E-03
70.00,2.86E-03
75.00,2.40E-03
80.00,2.10E-03
85.00,1.90E-03
90.00,1.77E-03
95.00,1.67E-03
105.00,1.54E-03
120.00,1.42E-03
135.00,1.35E-03
150.00,1.31E-03
165.00,1.28E-03
180.00,1.27E-03
