X,Y
37.0,3.69
38.0,3.55
39.0,3.43
40.0,3.30
41.0,3.10
42.0,3.06
43.0,2.91
44.0,2.90
45.0,2.83
46.0,2.85
47.0,2.72
48.0,2.67
49.0,2.62
50.0,2.50
52.0,2.30
54.0,2.13
56.0,1.92
58.0,1.71
60.0,1.58
62.0,1.48
64.0,1.39
66.0,1.25
68.0,1.18
70.0,1.07
72.5,0.995
75.0,0.945
77.5,0.871
80.0,0.777
82.5,0.731
85.0,0.690
87.5,0.668
90.0,0.607
92.5,0.586
95.0,0.541
97.5,0.514
100.0,0.498
102.5,0.455
105.0,0.422
107.5,0.397
110.0,0.376
112.5,0.353
115.0,0.332
120.0,0.298
125.0,0.268
