X,Y
10,1.76554135551745E-10
100,2.15212851711266E-10
500,2.19034126480019E-10
1000,2.19516532009788E-10
5000,2.19903221292877E-10
10000,2.1995160532361E-10
15000,2.1996773569944E-10
20000,2.19975801330951E-10
30000,2.19983867258208E-10
41000,2.19988195438662E-10
