X,Y
180,3.5E-3
190,4.0E-3
200,4.5E-3
210,5.0E-3
220,5.6E-3
230,6.0E-3
240,6.2E-3
250,6.5E-3
260,6.5E-3
270,6.5E-3
280,6.8E-3
290,7.0E-3
300,7.5E-3
310,8.0E-3
320,8.5E-3
330,9.0E-3
340,1.0E-2
350,1.1E-2
360,1.2E-2
370,1.3E-2
380,1.5E-2
390,1.6E-2
400,1.7E-2
410,1.9E-2
420,2.0E-2
430,2.2E-2
440,2.5E-2
450,2.7E-2
460,2.9E-2
470,3.2E-2
480,3.5E-2
490,3.8E-2
500,4.2E-2
510,4.6E-2
520,5.1E-2
530,5.5E-2
540,5.7E-2
550,5.8E-2
560,5.9E-2
570,5.8E-2
580,5.8E-2
590,5.7E-2
600,5.6E-2
610,5.6E-2
620,5.5E-2
630,5.5E-2
640,5.6E-2
650,5.5E-2
660,5.6E-2
670,5.7E-1
680,5.6E-2
690,5.5E-2
700,5.4E-2
710,5.3E-2
720,5.2E-2
