Cd2+ + H2 --> Cd+
X = Energy (eV),Y = Cross section (cm2)
1.478400e+03,4.950000e-16
1.960000e+03,4.400000e-16
2.452800e+03,4.200000e-16
2.945600e+03,4.200000e-16
3.931200e+03,3.900000e-16
4.916800e+03,3.500000e-16
5.891200e+03,3.250000e-16
6.876800e+03,3.300000e-16
7.862400e+03,3.000000e-16
8.836800e+03,2.900000e-16
9.822400e+03,2.800000e-16
1.176000e+04,2.700000e-16
1.377600e+04,2.600000e-16
1.724800e+04,2.600000e-16
1.960000e+04,2.300000e-16
2.206400e+04,2.200000e-16
2.452800e+04,2.400000e-16
2.945600e+04,2.200000e-16
3.438400e+04,2.200000e-16
