Cd2+ + H --> Cd+ + H+
X = Energy (eV),Y = Cross section (cm2)
1.960000e+03,2.010000e-15
2.452800e+03,2.000000e-15
2.945600e+03,2.080000e-15
3.931200e+03,1.950000e-15
4.905600e+03,1.900000e-15
5.891200e+03,1.730000e-15
6.876800e+03,1.880000e-15
7.862400e+03,1.670000e-15
8.836800e+03,1.760000e-15
9.822400e+03,1.650000e-15
1.176000e+04,1.680000e-15
1.377600e+04,1.620000e-15
1.713600e+04,1.740000e-15
1.960000e+04,1.630000e-15
2.206400e+04,1.580000e-15
2.452800e+04,1.690000e-15
2.945600e+04,1.660000e-15
3.438400e+04,1.720000e-15
