X,Y
1.1,0.442E-18
1.2,0.128E-17
1.3,0.302E-17
1.4,0.594E-17
1.5,0.993E-17
1.6,0.142E-16
1.7,0.176E-16
1.8,0.187E-16
1.9,0.170E-16
1.0,0.121E-18
2.2,0.292E-17
2.9,0.105E-16
2.8,0.105E-16
2.7,0.877E-17
2.5,0.251E-17
2.4,0.323E-18
2.3,0.319E-18
2.1,0.758E-17
2.0,0.129E-16
3.1,0.646E-17
3.9,0.637E-17
3.8,0.441E-17
3.7,0.246E-17
3.6,0.898E-18
3.4,0.238E-18
3.3,0.152E-17
3.2,0.375E-17
3.0,0.897E-17
3.5,0.634E-19
4.4,0.101E-16
4.9,0.561E-17
4.8,0.665E-17
4.7,0.770E-17
4.6,0.869E-17
4.3,0.104E-16
4.2,0.101E-16
4.1,0.936E-17
5.1,0.375E-17
5.4,0.181E-17
5.6,0.104E-17
5.8,0.574E-18
