X,Y
80000.0,5.5
93000.0,4.8
108000.0,4.4
125000.0,4.15
150000.0,3.88
175000.0,3.54
210000.0,3.14
250000.0,2.65
300000.0,2.3
360000.0,2.05
425000.0,1.85
500000.0,1.7
600000.0,1.48
720000.0,1.35
850000.0,1.13
1000000.0,0.97
1200000.0,1.01
1440000.0,0.83
