Be4+ + H(2s) --> Be3+(n=5) + H+
X = Energy (eV),Y = Cross section (cm2)
9.000000e+02,1.480000e-16
1.350000e+03,4.070000e-16
1.800000e+03,7.320000e-16
2.700000e+03,1.470000e-15
4.500000e+03,2.830000e-15
6.300000e+03,3.900000e-15
9.000000e+03,5.060000e-15
1.350000e+04,6.220000e-15
