Be4+ + H(1s) --> Be3+(7h) + H+
X = Energy (eV),Y = Cross section (cm2)
3.600000e+05,3.820000e-17
4.500000e+05,1.730000e-17
5.400000e+05,8.510000e-18
6.300000e+05,4.440000e-18
7.200000e+05,2.440000e-18
8.100000e+05,1.410000e-18
9.000000e+05,8.420000e-19
1.125000e+06,2.710000e-19
1.350000e+06,1.030000e-19
1.800000e+06,2.160000e-20
2.700000e+06,2.360000e-21
3.600000e+06,4.950000e-22
4.500000e+06,1.480000e-22
5.400000e+06,5.530000e-23
6.300000e+06,2.400000e-23
7.200000e+06,1.160000e-23
8.100000e+06,6.140000e-24
9.000000e+06,3.460000e-24
1.800000e+07,7.890000e-26
2.700000e+07,8.560000e-27
3.600000e+07,1.770000e-27
4.500000e+07,5.200000e-28
5.400000e+07,1.910000e-28
6.300000e+07,8.190000e-29
7.200000e+07,3.930000e-29
8.100000e+07,2.060000e-29
9.000000e+07,1.150000e-29
