Be4+ + He+(2s) --> Be3+(7i) + He2+
X = Energy (eV),Y = Cross section (cm2)
2.700000e+03,1.430000e-20
4.500000e+03,1.230000e-19
6.300000e+03,3.960000e-19
9.000000e+03,1.080000e-18
1.350000e+04,2.630000e-18
1.800000e+04,4.310000e-18
2.700000e+04,7.360000e-18
4.500000e+04,1.160000e-17
