id_number,B201867912
categorize,Collision Processes
collision_data_categorize,Cross Section
collision_process,Charge Transfer
sub_process,Total
collision_type,Heavy Particle Impact
Theory_Experiment_Recommendation,Experimental Data
reaction_formula,H1+ + Ar
reference_number,2018000232
author,R W Cranage and M W Lucas
title_of_record,Cross sections for charge exchange to continuum levels of protons
journal_name,J. Phys. B: At. Mol. Opt. Phys.
volume_and_issue_No,9
page_number,445
date_of_publication,1976
