X,Y
1717.8,119
1732.9,94.1
1737.2,80.0
1747.7,66.2
1752.3,56.9
1757.2,48.0
1763.0,42.8
1765.8,39.4
1768.5,37.2
1774.1,30.1
1775.6,29.8
1783.5,22.1
1787.8,18.8
1806.3,10.6
1823.3,7.67
1827.9,5.58
1830.3,5.43
1844.7,3.56
1848.6,2.90
1850.0,2.80
1852.0,2.70
1865.7,1.72
1870.9,1.54
1887.4,0.878
1890.2,0.767
1906.2,0.520
1913.1,0.387
1926.9,0.266
1936.4,0.219
1948.7,0.157
1972.8,0.083
1990,0.049
1995,0.049
2040,0.034
2060,0.030
2080,0.028
2100,0.028
2120,0.026
2140,0.023
2160,0.020
